,review,label
19,"Başlangıçta ilgi çekici ve sürükleyici olsa da, devamında düşgücü ve bilinçaltı ögelerin sıkça kullanılması gerçek/hayal ayrımına net olarak değinilmemesi ve takip edilmesi zor hale gelmesi kitabı bitirmeden bırakmama sebep oldu",0
20,Kim? Ne? Nerede? Ne zaman? sorularına cevapların iç-içe geçtiği değişik bir kitaptı. Bana pek hitap ettigini söyleyemeyeceğim.,0
21,dili sade fakat az sayfa olmasına rağmen çok ağır gitti konuya kitabın yarısından sonra ancak girebiliyor çok beğendiğimi söylemiyorum.,0
22,Çok karışık bir anlatım şekli var. Nobellik bir kitap değilmiş. Göründüğü gibi olmayan kitaplardan biri bence.,0
23,Bu kitabı o kadar kişi övdü ki almadan edemedim. Aldığıma da değdi.,0
24,Abartıldığı kadar iyi değil ve zaman kaybı olarak görüyorum.,0
25,"hayata karşı derin bir hissizlik ve nesnel bakış açısıyla yaşayan, çevresinde olup bitenleri olduğu gibi derinlere inmeden algılayan hayata karşı gerçek bir yabancının öyküsü...",0
26,"fazlasıyla taraflı olduğunu düşündüğüm, siyaset yapmak amaçlı yazılmış olduğuna inandığım bir kitap.",0
27,Hayal kırıklığı yaratan kitap!,0
28,"Albert CAMUS'un kült kitabı.....
okurken sonunu merak ediyorsunuz..
bütün bu soyutlanmış ruh hali...
çok etkileyici...
kitabı bitirmeme rağmen kitabın içinde kaldım...",0
29,"çok okunanlar arasında olduğu için aldım. Fakat zaman kaybından başka bişey değil. Berbat değil ama okunmasada olur. Nasıl bu kadar çok yıldız almış,çok satılan katagorisine girmiş anlamadım.Ki ben mütamadiyen kitap okurum.",0
30,"Okumayan bişey kaybetmez, bilgi hataları cok fazla kitapta.",0
31,elif şafak ın diğer kitaplarına kıyasla beklediğimi pek bulamadım,0
32,Genel olarak beğenilmiş fakat ben okurken çok sıkıldım,0
33,"Felsefe okuyorum ve hocam, hocasının kitabı olmasından ötürü önermişti Fakat bu kitapta felsefi bir içerik olduğunu söylemek, felsefe hakkında hiçbir şey bilmediğini söylemekle eş değerdir. İlk olarak ironik bir eleştiri tarzı olması tatlı olmuş fakat; konu işleyiş tarzı yüzeysel kalmış. Betimlemelerin de zira hiçbir farkı yok. Aynı zamanda kullanılan kavramların oryantalist nitelikte olması da rahatsız edici bir durum.",0
34,İlginç bir anlatımı var kitap zaman kavramından bağımsız yazılmış modern bir eser sadık hidayet büyük bir yazar kendi ülkesinde ve dunyada ne yazık ki ben pek beğenemedim belki bu tarz kitaplara alışkın olmadığım içindir,0
35,Amin Maalouf'un yıllar önce okuduğum ilk kitabıydı. Ardından diğer kitaplarının bir bölümünü daha okudum ve hepsini çok beğendim. Semerkant'ı yıllar sonra ikinci defa okudum. Okunmasını tavsiye ederim.,0
36,Okudum ama çok da keyif almadım. Çok sıkıldım. Keyif alarak okuyanları tebrik ediyorum.,0
37,çok sıkıldım okurken beklediğim gibi değildi,0
38,Şimdiye dek okuduğum Elif Şafak kitapları arasında en altta yerini aldı. Popülist bir konu ve hiç de iyi işlenmemiş bence.,0
39,Çoğu bölümde okurken çok sıkıldım.baslangic harikaydı ama sonuna doğru sıkıldım,0
40,Pek faydalı olmadi bizim için.,0
41,"Sade bir dil, yoğun eleştiri.. Çok beğendim. Okurken bazi şeyler çok tanidik geldi maalesef.",0
42,Hakkında çok fazla güzel söz duyup almıştım ama beklentimi karşılamadı. Biraz sıkıcı ilerledi benim için. Yine de okunabilir,0
43,Kitabın bu kadar popüler olmasını anlayamadım.baştan sona sıradan sade bir çocuk trajedisi... Kitapta zeze diye dur bilmez otur bilmez bir velet var ailesi de buna kontrolsüz güç uyguluyor bu da başka bi adama bağlanıyo onu babası yerine koyuyo kader olarak o vatandaşı da tren çarpıyo ve ölüyo.bunun üstüne de zeze de iyice melankoliye bağlayıp yatağa düşüyo.olay bundan ibaret.hayır yani 122 baskı yapacak neyi var bu hikayenin.sana puanım sıfır kankam.eyyorlamam bu kadar.,0
44,Çok kişi önerdiği için aldım. Beğenmedim çünkü bana pek bir şey katmadığını düşünüyorum. Yani işte öylesine bir kitap o kadar. Akıcı evet ama benim kriterlerim sadece bununla sınırlı değil işte...,0
45,Kaynak belirtmeden ve dipnot olmaksızın yazılan 500 sayfalık romanı okurken güven sorunu soğutuyor insanı kitaptan.,0
46,hiç sevmedim hatta okuyamadan bıraktım.Bu kadar iyi yoruma rağmen tekrar denedim ama okuyamadım,0
47,kitap bestlerde diye merak edip aldım ama tam bir fiyasko benim gibi sizde merak edip almayın bile çok sıkıcı ve zaman kaybı olduğunu düşünüyorum.,0
48,büyük bir merakla aldığım klasik ama ne yazık ki zevkle okuyamadım akıcı değil,0
49,En çok satanlardan kitap seçmemek gerek.,0
50,sınıf olarak okunuştuk saçma sapan bi kitap verdiğiniz paraya değmez bunun yerine başka kitap alın,0
51,"Okurken, tamam ne dediğini gerçekten anladım artık başka bir şeyden bahseder misin? diyecek kadar çok tekrardan oluşan bir kitap. Toplamda 20 sayfayı geçmemesi gereken bir kitap.
Yorumlarda kişisel gelişim kitabı yazılmış. Kişisel gelişim değil, kişisel çıkarım kitabı. Yazar kendi tecrübelerinden çıkarımlar yapmış sadece.",0
52,Pek fazla sürükleyici değil,0
53,Çok satanlarda gördüğüm için almıştım..beğenmedim..,0
54,O kadar çok önerilmişti ki dayanamayıp okudum ve beklentimin çok altında kaldı . Beklentisiz alıp ders çıkarmayı bilene güzel bir hikâye olmuş,0
55,Filmini beğendiğim bir eserde tam aradığımı bulamadım. Müsait bir zamanda tekrar okuyacağım.,0
56,çevirisini başarısız buldum. bu sebeple orijinal dilinde okumayı tercih ediyorum.,0
57,olumlu ve olumsuz pek çok eleştiri duydum tutunamayanlar için. Başladım ancak henüz başlardayım. Ama kararlıyım sonuna kadar okumak hedefim.,0
58,içinde ahlaksızlığın kötü ve argo kullanılarak anlatıldığı kitap. Tüylerim diken diken olarak okudum. Abartıldığını düşündüğüm ender kitaplardan. Bir insanın dönüşümünü okuyacaksınız.,0
59,neden bu kadar meşhur olduğunu sorguladığım hala da anlam veremediğim bir ktap,0
60,"Beğenmedim, çok sıkıcı geldi bana..",0
61,"Türkiye de Anne - Oğul, Baba-Gelin arasında ilişkilerin yaşandığını, bunun gayet normal ve sıkça yaşanıyor olduğunu anlatan iğrenç ötesi kitabı ve yazarını beğenmek bu akıl tutulmasıdır...",0
62,Zorlanarak bitirdiğim nadir kitaplardan. Sokak dili ve gereksiz bir konu. Vakit kaybi,0
63,beğenemedim ben.,0
64,"Çok duygusal, okuyan insanların içini bi hoş eden muhteşem bir eser. Kesinlikle herkes okumalı.",0
65,cesur yeni dünya kadar akıcı bulmadım,0
66,abartıldığı kadar güzel olmadığını düşünüyorum.,0
67,Okumadan önce mutlaka özetini inceleyin.724 sayfaya sığacak bir içerik bulamadım.o yüzden okumak isteyenlerin mutlaka bir defa daha düşünmesini tavsiye ederim.,0
68,kitab beklediğiniz gibi olmayabilir,0
69,okurken sıkıldım. bir tek son bölümlerde Ezidilerin yaşadıkları anlatılıyor. o iyiydi.,0
70,"Dili çok ağır, ben çok sıkıldım okurken...",0
71,Beğenen kadar beğenmeyeninde çok olduğu bir kitap açıkcası bana hitap etmedi ve bu sebeple bende beğenemeyenler kısmında yer alıyorum.,0
72,Kişisel gelişim kitabı bence. Lisede okumuş sevmemiştim o zamanlar. Bir daha okumak için aldım ve yine sevmedim. Sanırım sorun bende. Sevmiyorum kişisel gelişim kitaplarını.,0
73,"Konusu iyi düşünülmüş ancak Ray Bradbury'nin kalemi bu konuyu okuyucuya yeteri kadar akıcı ve eğlenceli aktaramamış diye düşünüyorum. Distopya klasikleri seven insanlara bundan önce ""Otomatik Portakal"" öneririm.",0
74,bence günümüz bilimkurgusnun çok gerisinde ve okurken gerçekten bunaldım..,0
75,"""Bu dunya yalan dunya oteki de supheli"" diye bahsettigi karadeniz turkusunun asli ""bu dunyadan fayda yok oteki de supheli""dir.. ikisi cok baska anlamlara gelmekte. Bunun disinda bilgi veren akici ama basit bir kitap..",0
76,beklentim yüksekti. söylendiği kadar iyi bir kitap olduğunu düşünmüyorum.,0
77,"Beni biraz yordu diyebilirim, okurken zorlandim",0
78,Beklentimi yüksek tutmustum ve bekledigimle bulduğum birbirini hiç tutmadı. İlk defa kitap okuyan biri olsam belki ama beğenmedim.,0
79,Kötü. 1984 gibi sürükleyici değil. Cümleler düşük çeviri hatası gibi duruyor. Tavsiye etmiyorum,0
80,Kitapdan çok az yararlandık.Aslında internetten veya Face'den paylaşımlarda bu tur etkinliklerden var.Paranızı boşa harcamayın derim..,0
81,"Kitapları yarıda bırakmayı sevmiyorum sırf o yüzden bitirdim. Oysa çok sık tavsiye edilen bir kitap, hayal kırıklığına uğradım.",0
82,Kürk mantolu Madonna dan sonra dili ve içeriği ağır geldi akmadi kitap bitirmek zor oldu.. karakterlerin ruh hali çok sıkıcıydı,0
83,Benim Adım Kırmızı'dan sonra sanırım ben hiçbir Orhan Pamuk kitabını beğenemeyeceğim.İlla Orhan Pamuk olsun derseniz o kitabını tavsiye ederim.,0
84,kendimi Yeşilçam filminde hissettiğim sürükleyici kitap.anlatımı dili hikayesi etkileyici.tavsiye ederim,0
85,"bir türlü beğenemediğim bir roman, ucuz Türk Filmlerine benziyor",0
86,Fi yi de çi yi de okudum.pi yi okumayı hiç düşünmüyorum. gereksiz cinsellikle dolu ozenti bir seri olduğu fikrindeyim,0
87,başladıgım icin ve bitirmis olmak icin bitirdim . maalesef beğenmedim,0
88,Kitap çok satılmış çok beğenilmiş olabilir ancak eleştirel bir gözle bakıldığında konusu kurgusu karakterleri vs bir hayli sıradan. Uçakta otobuste okunacak kıvamda bir kitap. Kadının duyguları biraz etkileyici olabilir lakin Türk edebiyatında çok daha etkileyici kitaplar bulunuyor. Tavsiye etmiyorum.,0
89,"Yazar'ın yine de sevdik isimli kitabını aldım, okuduğumda içinde gereksiz o kadar çok şey vardı ki, eleştirdim sosyal medya üzerinden. Yazar'dan hakaret boyutunda tepki aldım ve beni engelleyince kim okursa yaşadığım olayı anlatıyorum. Yazar diyorum saygıdan dolayı ama edebiyat bu değildir,alırken bir daha düşünün derim.",0
90,Bu kitabı kim meşhur etti.. Ben böyle saçma bir kitap okumadım.,0
91,Kendini çok tekrar ediyor.,0
92,Serenad'dan sonra okuduğum hiç bir Livaneli kitabı aynı heyecanı veremedi. Bu kitap yazılmış en basit kitabı bence. Daha sağlam kitaplar bekliyoruz.,0
93,"beklediğimin altında kaldı. dili ağır geldi, sürükleyici bulmadım",0
94,Zweig'ın okuduğum diğer kitaplarına nazaran bu kitabı etkileyici bulmadım.,0
95,Acaba felsefeyi sever miyim diye aldığım ama bitiremediğim kitap. Felsefeye ilgisi olanlar okumalı.,0
96,abartılacak büyük bir eser değil maalesef...,0
97,"Bir ""İskender"" ya da ""Aşk"" tadı yok. Hem konu hem de üslup itibarıyla çok zayıf buldum.",0
98,"Yarıda bırakanları da anladığım okuması zor bir kitap.Tabi bu zorluk biz okurların seviyesinden de kaynaklanabilir, bu tartışılır. Yalnız, Tutunamayanların anlatıldığı kitapta ben özellikle baş karakterlerin gerçekten bir Tutunamayan olduklarına ikna olmadım.Örneğin Turgut Özben karakteri.Güzel bir mesleği, işi, evi, arabası var ve evli 2 çocuk sahibi sağlıklı bir insan.Çevresinde bozuk kişilikli insanların bulunması bir insanı Tutunamayan yapar mı? Hangimizin çevresinde yok ki bu tür insanlar? Peki biz bu karaktere bir Tutunamayan dersek örneğin asgari ücretle güç bela yaşamaya çalışan, çocuklarını okutmaya giydirmeye beslemeye çalışan, üstüne bir de eşi tarafından aldatılan, çevresi tarafından kandırımış hayatı olan insanlara ne diyeceğiz. Asıl Tutunamayanlar bu benzerde yaşayan insanlar değil mi? Bu insanlara bakınca hiç kusura bakmasın ama ""Turgut Özben"" in dert ettiği şeyler çok lüks dertler. Bana göre bu kitap gerçekten Tutunamayanlara ait değil maalesef.",0
99,ismine hiç uymayan bir konu ve bence çok abartılmış bitirmek için bitirdim ülkemizde çok çok daha iyi eserler var,0
100,"Bazı eserlerin neden bu kadar popüler olduğunu, edebi açıdan ne gibi bir değer taşıdığını anlamakta güçlük çekiyorum. Çavdar Tarlasında Çocuklar da böyle bir eser benim için.",0
101,"Bazen çok satılan hatta ödül alan kitapları ben hiç beğenemiyorum. Yazarın neden hep aynı isimleri tercih ettiğini bilemiyorum, kitabın başındaki aile ağacı da bir zaman sonra sıkıcı oldu,sanki herkesin adı Jose gibi geliyor, anlatımdaki süreksizlikler ve bir geçmiş, bir gelecek zamandan hikayeler olması (yoksa da ben yanlış anlamışımdır) kitabın bir türlü içine giremememe neden oldu.Aldığımdan beri bitiremediğim kitaplardan..Belki de ara vermeden bir seferde okumak lazım.",0
102,Aşk gibi bir duyguyu bu kadar basite indirgeyen aşkı igrençliklerle birleştiren fazlasıyla kötü bir kitaptı.Aşkı müthiş güzel anlatan edebiyatçılarımız varken böylesine basit kitapların bu kadar sevilmesi çok üzücü.,0
103,Stefan Zweig ve Stefanie Zweig'i bir birine karışrtırmış olması hiç hoş olmamış kitap yurdunun.Stefan zweig isminden ararsanız bulamıyorsunuz sitede.,0
104,Bitirmek için kendimi bu kadar zorladığım başka bir kitap hatırlamıyorum. Kitabın yazarına güvenip aldığım ve sonunda pişman olduğum bir kitap,0
105,"Kitap kendini tekrar ediyor, hep aynı şeylerden söz ediyor. Bitirmek için okudum sonu ilginçti sadece..",0
106,okunmasa da bir şey kaybetmezsiniz,0
107,Evrime inanmayanlar için boş bir kitap.,0
108,Çok çok fazla duyduğum için almak istedim. Çok övülen bir kitap evet güzel de ama beni tedirgin eden bir yönü de olmadı değil.,0
109,Yorumlara bakıp aldığım bir kitap ancak beklentilerimin altında kaldı. Sadece vakit kaybı oldu diyebilirim.,0
110,Öneriler ve övgüler üzerine edinip biraz hayal kırıklığı yaşadığım bir işleniş olmuştu.,0
111,"Platonik aşkın ötesinde bir saplantı olduğunu düşündüğüm bir hikaye, fena değildi beni çok etkileyem bir kitap olmadı malesef.",0
112,Korku kitabını daha başarılı buldum açıkçası abartıldığı kadar yok...,0
113,bircok kisinin hayran oldugu kitap beni cok sıktı.bitirmekte zorlandim.ayni konu gereksiz detaylandirilmis geldi.,0
114,Türklerin kötülendigi Amerikalıların da kahramanlaştırıldığı klasik bir İran romanı,0
115,Okurken sıkıldım.Bilinç akışı tekniği durumu anlamayı zorlaştırıyor biraz...Aylak Adam favorimdi ve öyle de kaldı.,0
116,"İlk okuduğum Orhan pamuk kitabı. Çok beklentiye girdim sanırım, hayal kırıklığına uğradım. ilk sayfaları sıkıcı ama sonlarına doğru yine hareketli. Okunmasa da olur benim için.",0
117,beklentim oldukça yüksekti okurken sıkıldım,0
118,ince bir kitap olmasına rağmen bitmek bilmedi...bittiğinde ise üsünüzde anlamsız bir gerginlik bırakıyor,0
119,Anlatılanlar o kadar çirkin ki sonunu getiremedim.,0
120,"Açıkçası Benim Adım Kırmızıdaki tadı diğer eserlerinde bulamadım, hâlâ bir Orhan Pamuk eseri yayınlanınca acaba diyorum, ama olmuyor. Fakat kitap akıcı ben 2 günde bitirdim, vaktiniz varsa tek solukta da okunabiliyor.",0
121,Anlatımı güzel sıkılmadan masal olur gibi okudum,0
122,çok ağır açıkçası bitiremedim baydı...,0
123,Fazlasıyla argo içeren ama akılda kalan bir kitap.,0
124,"elif şafak artık kendini tekrara başladı, malum epey ünlü birisi artık. o minvalde olmasa da olur diyeceğim.",0
125,Gereksiz betimleme ve detaylarıyla bozkırdan soğutan kitap.,0
126,"Çok sıkıldım, çok sıkıldım, çok sıkıldım. Zebercet günlük hayatta karşılaşabileceğimiz içimizden bir karekter ama kitabı okurken sonu gelsin diye yalvarıyorsunuz. Neyin ne olduğu, kimin kim olduğu belli değil. Sanırım Atılgan okumayı ilk kitaptan bırakacağım..",0
127,benim için hayal kırıklığı yarattı bu eser ününe karşılık...övüldüğü kadar güzel bi eser değil bi ergenin korkuları kaygıları öfkeleri normal bi dille aktarılmış sadece...,0
128,Beklentilerimi karşılamadı pratikte toplumun büyük kısmının gerçekleştirmesi mümkün olmayan klişe tavsiyeler,0
129,"niye bu kadar tuttuğunu anlamadığım kitap. edebi bir değeri yok, sürekli tekrar eden bir anlatıma sahip. okurken çok sıkıldım.",0
130,Çoğu yerde kendini tekrarlasa da faydalıydı,0
131,fi ve ci den sonra zayıf kalan bir kitap,0
132,Hikayesi ilgi çekici ama konu çok uzatılarak anlatılmış okurken aşırı derecede sıkıldım çok iyi sayılmazdı bana göre,0
133,"KürkMantolu Madona romanındaki Raif resimde gördüğü kadına nasıl aşık olup onun gerçek olduğunu düşünüp onu aramaya koyulduysa, İçimzideki Şeytan romanındaki Ömer de teknede gördüğü Macide'ye hemen aşık oluyor ve 10 gün içinde birbirlerini tanımadan evleniyorlar. Sonra psikolojik buhranlar, maddi sıkıntılar birbirini kovalıyor. Sanki Sabahttin Ali kısa süren sıkıntılı yaşamını yarattığı kahramanlarla anlatmaya çalışmış. Tam bir Türk filmi gibi... Ama okunmaya değer bir roman.Psikolojik tahlillerde oldukça başarılı.",0
134,"Toplumumuzda kendi dinini kucumseyen cokca insan varken, okuru sorgulatmaya calismak guzel degil. Ben begenmedim",0
135,Sonunu zor getirdim. Beni hiç içine çekemedi. Hayal kırıklığı oldu.,0
136,Bildiğimiz namus davası işte abartılacak bir roman değil,0
137,Maalesef çok beğenemedim. Çok satılanlar da adını görünce alayım dedim ama bana eski yazarların ürettiği o güzel eserlerin tadını veremedi.,0
138,"sanırım benim için içimizdeki şeytan nirvana Sabahattin Ali öykücü olmasına rağmen ben bu öykü kitabını sevemedim benim S.Ali sıralamam (okuduğum kadarıyla) içimizdeki şeytan, kürk mantolu madonna, kuyucaklı yusuf, sırça köşk",0
139,bilim kurgu kitabi okurken sürükleyici gelmedil,0
140,anlatıldığı kadar güzel bir kitap değil yorumlara bakarak aldım.sırf 2 günde bitirmiş olmak için bitirdim,0
141,"İlber Ortaylı ile söyleşi ,kitabı beğenmedim.",0
142,Kitabı yarısına kadar okuyabildim bir süreden sonra hep aynı şeyleri okuyormuş hissi verdi bana ve içimi kasvet basmaya başladı daha fazla okuyamadım :/,0
143,Yani bu denli okunması çok şaşırtıcı...bir de nobel ödülü alması gerçekten ilginç!!!....bizim aylak adam gibi bir şey olmuş..,0
144,Nasıl bu kadar ünlü olmuş bu eser anlayamadım. Kısacık romanı bitirene kadar akla karayı seçtim. bence zaman kaybı,0
145,"Dünyada klasikler arasında sayılmaya çalışılan, bu dünyada yaşarken okumanız gereken 1000 eser arasına da ittirilen bu eseri, hiçbir beklentim olmadan alıp okudum. Beklentimin olmamasını doğruladı. Amerikalıların dünyada edebiyat dünyasına girmeye çalışıp da yapamamalarının ispatıdır bu kitap. Amerikan kültüründen, bizim anladığımız anlamda ""klasik eser"" çıkmaz, çıkamaz, çünkü yaşam tarzları maddecilği, çıkarı ve pragmatizmi (Amerikan icadı olarak gösterilir) en ön planda tutar. Oyun gibi yaşarlar hayatı, bundan dolayı da ittirdikleri bu sözde klasik kitap da ancak bu kadar iyi olabilir. Bu kitap nerede, Orhan Pamuk'un Yeni Hayat'ı nerede. (Sabahattin Ali'nin bütün eserlerini ve hatta Elif Şafak'ın Aşk'ını bu kitapla karşılaştırmak küfür olur diye düşünerek Yeni Hayat'ı koydum karşısına) Amerika yaşam tarzından yazar çıkmaz, çıkamaz. Bu kitapla boşuna vakit kaybetmeyin. (Henry David Thoreau çıkmış diyenler olabilir: o da zaten Amerikan yaşam tarzını reddetmiş bir adamdır)",0
146,yorumlara guvenerek aldim betimlemelerle dolu irkciligi konu aldigini 100. sayfadan sonra gorebildim. 1 aydir elimde bitirebilecekmiyim supheliyim,0
147,"Bu Stefan Zweig patlaması nedir ülkede anlamasam da ilk okuduğum kitabı buydu.ve isteyen yazarın tarzını anlamak açısından bununla başlayabilir.kısa , kısa olduğu kadar derin tasvirlerle bezenmiş bir öykü diyelim.",0
148,Sıkılarak okudum yarıda bıraktım,0
149,iş bankası yayınlarına yakışmayan leş gibi bir çevirisi var. daha iyi bir çeviriden okumanızı tavsiye ederim,0
150,bir çeviri ancak bu kadar kötü olabilir.kitabın dışında kalıyor bir türlü olaylara kendinizi kaptıramıyorsunuz.,0
151,"Türkiye koşullarında ne yazık ki uygulanmasınlar tavsiyeler ,söyleşi için bayanısın bir kitap",0
152,"Roman sayılabilecek bir kitap değil, hiçbir bütünlük bulamadım",0
153,Abartıldığı kadar değildi bence kitap.Beğenmedim.,0
154,pek ağzı açıp okunulacak kitap değil,0
155,"serinin 2. kitabı,ilk kitabı okuduğum ve ilk kitabın sonunda bitmediği için 2.sini de okudum.vasat",0
156,Ben çok çok mükemmel bulamadım malesef hatta karakterin birçok duygusu ağır geldi yani kısa bir kitap ancak zorla bitirdim çok sarmadı beni.,0
157,çok detaylı ve yorucu bir kitap begenmedim...,0
158,"Gerçekle bağdaşmayan bir aşk , sürekli aynı cümlelerin tekrar edildiği bir mektuptan oluşan bir kitap, 4-5 kitabını okudum ,severek okuduğum sadece satranç , bu kadar popüler olmasının nedeni sadece fiyatının ucuz olup merak uyandırması bence",0
159,"Ayetlerde yanlış mana veriliyor, dini açısından çok çok zayıf bir kitap.
Almadan önce bir daha düşünün.",0
160,"şahsen çok sıkıldım.. sabrederek sonunu getirdim, evet güzel ama sabır gerektiriyor",0
161,Çok güzel bir konuydu.Ama betimlemeler çok anlaşılmıyor.Karakterler basitçe anlatılıp geçiştirilmiş gibi. Sevmedim sevemedim.,0
162,"Üç farklı hayat, Üç farklı düşünce ve o Avrupa hayranlığı. Bu tarz bir yaklaşım beklemiyordum. Üzüldüm.",0
163,cenazeyi gömmek için ne de uğraştıarda olmadı.Acıklı bir roman.,0
164,Çok iyi bir senaryosu var aslında ama iyi çevrilmemiş olduğunu düşünüyorum. Yazarın da kitaba kattığı bazı sıkıcı yerler de var tabi.,0
165,"Simyacıyı birtek benmi beğenemedim acaba diye düşünüyorum. O kadar çok övgü ve beğeni okudum ki onunla ilgili, ama ben kitabı zor bitirdim. Belkide tarzım mı değildi bilemedim.",0
166,Beklentinizi çok üst düzeyde tutmayın evet faydalı olacağını düşündüğüm alanlar var ama ilber hocam bu kadar italya hayranı olunmaz ki,0
167,beklediğim gibi bir kitap değildi ama yazarın hatırına okunabilir.,0
168,Masal kitabı sevmeyenlere keyifli bir okuma sunmuyor,0
169,"Basit anlatım,çok beğenmemiş olsam da okunabilir...",0
170,"Aylak Adam gibi harika bir eserden sonra bu kitap biraz yavan geldi açıkçası. Karmaşık geldi mi denir, yer yer anlamsız geldi mi denir bilmiyorum ama o kadar çok övüldüğünü duydum ki bu kitabın, herhalde ben anlayamadım dedim kendime. Tekrar okumam sanırım.",0
171,fazla fantastik romantizm ögesi içeriyor,0
172,"Beklentim mi çok büyüktü bilmiyorum fakat kitap beni çok sarmadı. Elif Şafak gibi usta bir yazardan alel acele çıkmış bir kitap sanki. Giriş ve gelişme bölümü onlarca sayfaya yayılmış fakat sonuca 2 sayfada bağlanmış. Büyük beklentiler içine girmeden, farklı bir atmosfere girmek için okunabilir.",0
173,"Livaneli'nin başyapıtım dediği ama benim elimde sürünen, sonu gelmeyen bir eser oldu. Kardeşimin Hikayesi'nden sonra büyük bir beklenti ile aldım ama hayal kırıklığı :(",0
174,aldigima üzüldüğüm ender kitaplardan.,0
175,beklentiyi yüksek tutmayın,0
176,Yani... Beklentim biraz fazlaydı sanırım.,0
177,çok begenilip satmasına ragmen begenemedigim bir kitap,0
178,Gereksiz konu ve anlatımlarla şişirilmiş bir kitap. Neden bu kadar popüler olduğunu da anlayamadım.,0
179,"kitapyurdu'ndan çok uygun fiyata aldım. akademik seviyede bir kitap değil tabiki, ama ortaylı' nın yaptığı işe, tarihi geniş kitlelere ulaştırma, anlatma vazifesine uygun.",0
180,ben bu tarz kitaplari sevmiyorum ancak cok bahsedildiginden okudum memnun kalmadim..sevenler icin sanirim,0
